SPORT, DATE, COMP, BET-TYPE, MATCH-UP, BET, ODDS, STAKE, BOOK, RESULT, +/-
Soccer, 24/09 19:00, EST2, Live, 80′ Nomme Kalju II – FC Flora Tallinn II (0-1), over 1.5, 2.05, 5, bet365, 1-1, +5.3,
Soccer, 24/09 19:30 24-09 19:30, GRE1 GRE1, Pre-Match, Panionios – Olympiakos (3) anytime / first goalscorer (2), Fetfatzidis Fetfa, 5.50 15.00, 5, bet365, No No, -5,
Soccer, 24/09 20:00, SWE4, Live, 77′ Sleipner – Motala AIF (0-1), over 1.5, 1.70, 5, bet365, 1-1, +3.5,
Soccer, 25/09 12:00, INDO2, Live, 81′ Gresik – Madura (0-1), over 1.5, 2.68, 5, bet365, 1-1, +8.4,
Soccer, 25/09 20:00, GER3, Live, 72′ Wurzburger Kickers – Meppen (1-1), over 2.5, 1.76, 10, sbobet, 2-1, +7.6,
Soccer, 25/09 20:00, GER3, Live, 72′ Wehen – Sonnenhof (1-0), over 1.5, 1.86, 10, sbobet, 2-0, +8.6,
Soccer, 25/09 21:30, GER1, Live, 80′ Hannover – Hoffenheim (1-2), over 3.5, 2.05, 10, sbobet, 1-3, +10.5,
Soccer, 25/09 21:30, GER1, Pre-Match, Freiburg – Schalke, 1X, 1.70, 10, bet365, 1-0, +7,
Soccer, 25/09 22:00, FRA1, Pre-Match, Toulouse – St Etienne 0:0.25, 2 asian, 1.96, 15, sbobet, 2-3, +14.4,
Soccer, 26/09 08:00, KOR1, Pre-Match, Daegu – Gyeongnam 0:0, 1 asian, 1.80, 5, sbobet, 2-2, 0,
Soccer, 26/09 16:00, ZWE, Live, 66′ Shabanie – Bulawayo (1-1), over 2.5, 1.78, 5, bet365, 1-1, -5,
Soccer, 26/09 18:30, FIN1, Live, 67′ Ilves – Helsinki (1-2), over 3.5, 1.71, 10, sbobet, 1-2, -10,
Soccer, 26/09 19:00, GRECUP, Pre-Match, PAOK – Aris 0:1.25, 2 asian, 1.84, 10, sbobet, 1-1, +8.4,
Soccer, 26/09 19:15, FAROE1, Live, 76′ Torshavn – Vestur (1-0), over 1.5, 1.73, 5, bet365, 2-0, +3.65,
Soccer, 26/09 19:30, GER2, Live, 84′ Magdenburg – Duisburg (3-2), over 5.5, 3.55, 5, bet365, 3-3, +12.75,
Soccer, 26/09 19:30, GER2, Live, 76′ Magdenburg – Duisburg (2-2), over 4.5, 2.35, 5, bet365, 3-3, +6.75,
Soccer, 26/09 19:30, GER2, Pre-Match, St Pauli – Paderborn, over 2.5, 1.86, 10, sbobet, 2-1, +8.6,
Soccer, 26/09 20:00, SWE1, Live, 71′ Trelleborgs – Dalkurd (0-0), over 0.5, 2.00, 5, bet365, 0-1, +5,
Soccer, 26/09 20:00, FRA1, Live, 44′ Caen – Montpellier (1-1), under 3.25, 1.74, 5, sbobet, 2-2, -5,
Soccer, 26/09 22:00, ITA2, Live, 38′ Foggia – Padova 0:0.5 (0-1), 1 live asian, 1.90, 5, pinnacle, 2-1, +4.5,
Soccer, 26/09 22:00, ITA1, Live, 7′ Napoli – Parma 0:2 (1-0), 2 live asian, 1.71, 10, sbobet, 3-0, 0,
Soccer, 26/09 23:00 26-09 23:00, ESP1, Live, 72′ Valencia – Celta (1-0) (10) 81' Valencia - Celta (1-0) (5), over 1.5 over 2.5, 1.90 3.10, 10, bet365, 1-1, +4,
Soccer, 28/09 14:00, VIET, Live, 82′ Nam Dinh – Hoang Anh Gia Lai (0-1), over 1.5, 2.00, 5, sbobet, 0-2, +5,
Soccer, 28/09 20:00, GER3, Pre-Match, Preussen Munster – Wehen, over 2.5, 1.90, 5, sbobet, 3-0, +4.5,
Soccer, 28/09 21:00, BRAU20, Live, 77′ Betinense U20 – America Mineiro U20 (1-1), over 2.5, 1.90, 5, bet365, 1-1, -5,
Soccer, 28/09 21:45, ENCH, Pre-Match, Sheff Wed – Leeds 0.5:0, 1 asian, 1.79, 5, sbobet, 1-1, +3.95,
Soccer, 29/09 05:00, MEX1, Pre-Match, Atlas – Toluca, over 2.5, 2.10, 10, bet365, 2-0, -10,
Soccer, 29/09 08:00, KOR1, Pre-Match, Suwon – Ulsan 0:0, 2 asian, 1.82, 5, pinnacle, 2-2, 0,
Soccer, 29/09 13:00 29-09 13:00, FIN4, Live, 69′ Edustus – Lappee (2-1) (10) 83' Edustus - Lappee (2-1) (5), over 4 over 3.5, 1.75 2.20, 15, bet365, 2-1, -15,
Soccer, 29/09 14:00, GER2, Live, 73′ Paderborn – Aue (1-0), over 1.5, 1.71, 10, pinnacle, 1-0, -10,
Soccer, 29/09 14:00, GER2, Live, 75′ Duisburg – Regensburg (1-2), over 3.5, 1.73, 10, pinnacle, 1-3, +7.3,
Soccer, 29/09 15:00 29-09 15:00, FIN3, Live, 64′ GrIFK – HIFK 2 (2-1)(5) 66' GrIFK - HIFK 2 (2-1) (5), over 4 over 4, 1.70 1.80, 10, bet365, 5-1, +7.5,
Soccer, 29/09 15:00, FIN3, Live, 45′ Kiffen – BK-46 (0-1), over 2.5, 1.73, 10, bet365, 3-2, +7.3,
Soccer, 29/09 17:00, EPL, Live, 81′ Wolves – Southampton (1-0), over 1.5, 2.65, 5, pinnacle, 2-0, +8.25,
Soccer, 29/09 17:00, FIN1, Live, 62′ Inter Turku – Mariehamn (1-0), over 1.5, 1.72, 15, sbobet, 1-1, +10.8,
Soccer, 29/09 17:00, EPL, Live, 65′ Newcastle – Leicester (0-1), over 1.5, 1.90, 10, bet365, 0-2, +9,
Soccer, 29/09 17:00, ICE1, Live, 63′ Stjarnan – FH (0-1), over 2, 1.71, 10, pinnacle, 0-1, -10,
Soccer, 29/09 17:00, EPL, Pre-Match, Wolves – Southampton 0:0.5, 1 asian, 1.96, 10, pinnacle, 2-0, +9.6,
Soccer, 29/09 17:00, ENL2, Pre-Match, Colchester – Bury, over 2.5, 1.93, 10, bet365, 1-2, +9.3,
Soccer, 29/09 18:00, AUT1, Live, 81′ Wolfsberger – RB Salzburg (1-2), over 3.5, 2.13, 5, bet365, 1-4, +5.65,
Soccer, 29/09 19:00 29-09 19:00, NOR1 NOR1, Live, 58′ Sandefjord – Odd (1-1) (5) 71' Sandefjord - Odd (1-1) (5), over 2.75 over 2.5, 1.80 1.70, 10, bet365, 1-1, -10,
Soccer, 29/09 21:00, FRA1, Live, 68′ Strasbourg – Dijon (1-0), over 1.5, 1.85, 10, pinnacle, 2-0, +8.5,
Soccer, 29/09 21:00 29-09 21:00, POR1 POR1, Live, 7′ Rio Ave – Boavista (0-0) (10) 75' Rio Ave - Boavista (2-1) (5), over 2 over 3.5, 1.90 2.02, 15, pinnacle, 2-1, +4,
Soccer, 29/09 21:45, BRACUP, Live, 68′ Ceara B – Horizonte (0-0), over 0.5, 1.83, 5, bet365, 0-0, -5,
Soccer, 29/09 21:45, ESP1, Pre-Match, Real Madrid – Atletico, X2, 1.83, 15, bet365, 0-0, +12.45,
Soccer, 30/09 13:35, HOL1, Live, 76′ Heracles – Emmen (2-1), over 3.5, 1.80, 10, bet365, 2-1, -10,
Soccer, 30/09 16:00, NOR3, Live, 67′ Mjolner – Raufoss (2-0), over 3, 1.70, 5, bet365, 2-0, -5,
Soccer, 30/09 16:00, FRA1, Live, 72′ Rennes – Toulouse (1-0), over 1.5, 1.82, 10, pinnacle, 1-1, +8.2,
Soccer, 30/09 17:00, FAROE1, Live, 77′ Vikingur – B36 (1-1), over 2.5, 1.90, 10, bet365, 1-1, -10,
Soccer, 30/09 19:00 30-09 19:00, GRE1 GRE1, Pre-Match, Aris – Asteras (3) anytime / first goalscorer (1), Kyriaκ/los Kyriaκ/los, 17.00 34.00, 4, bet365, No Νο, -4,
Soccer, 30/09 20:00, USA1, Pre-Match, RB New York – Atlanta, under 3, 1.94, 5, pinnacle, 2-0, +4.7,
Soccer, 01/10 20:00, NOR3, Live, 79′ Asker – Stabaek 2 (3-2), over 5.5, 1.73, 5, bet365, 4-2, +3.63,
Soccer, 02/10 13:00, VIET, Live, 71′ Khahn Hoa – Song Lam Nghe An (0-1), over 1.5, 1.72, 15, pinnacle, 1-2, +10.8,
Soccer, 02/10 17:00, SWE2, Live, 72′ Jonkopings – Orgryte (1-2), over 3.5, 1.72, 5, pinnacle, 2-2, +3.6,
Soccer, 02/10 19:55 02-10 17:55, CL CL, Live, 82′ Hoffenheim – Man City (1-1) (2) 82' Hoffenheim - Man City (1-1)(3), over 2.5 1, 2.50 15.00, 5, bet365, 1-2, 0,
Soccer, 02/10 21:45, ENCH, Live, 86′ Aston Villa – Preston (2-3), over 5.5, 3.75, 5, bet365, 3-3, +13.75,
Soccer, 02/10 21:45, ENL2, Live, 68′ Northampton – Bury (0-0), over 0.5, 1.86, 10, sbobet, 0-0, -10,
Soccer, 02/10 21:45, ENL2, Live, 11′ Colchester – Yeovil (0-0), over 2, 1.91, 10, pinnacle, 3-1, +9.1,
Soccer, 02/10 21:45, ENCH, Pre-Match, Wigan – Swansea 0:0.5, 2 asian, 1.82, 10, pinnacle, 0-0, +8.2,
Soccer, 02/10 22:00, CL, Pre-Match, CSKA Moscow – Real Madrid 1.25:0, 1 Asian, 1.81, 15, pinnacle, 1-0, +12.15,
Soccer, 03/10 11:30, INDO2, Live, 64′ Persik Kendal – PSIR Rembang (0-1), over 2, 1.93, 5, bet365, 1-1, 0,
Soccer, 03/10 14:00, THAI1, Live, 83′ Bangkok Glass – Ubon (1-1), over 2.5, 2.03, 5, bet365, 1-1, -5,
Soccer, 03/10 14:00, THAI1, Live, 76′ Chainat – Bangkok Utd (0-0), over 0.5, 1.71, 20, pinnacle, 0-0, -20,
Soccer, 03/10 14:00 03-10 14:00, THAI1, Live, 55′ Muang Thong – Pattaya Utd (3-5) (5) 66' Muang Thong - Pattaya Utd (4-5) (5), over 9.5 over 10.25, 1.72, 5, pinnacle, 5-5, +1.1,
Soccer, 03/10 21:45, ENCH, Pre-Match, Sheff Wed – West Brom, over 2.5, 1.76, 5, sbobet, 2-2, +3.8,
Soccer, 04/10 01:30, USA2, Live, 75′ Penn – Charlotte (2-2), over 4.5, 1.73, 5, bet365, 2-2, -5,
Soccer, 04/10 19:55 04-10 19:55 04-10 19:55, EL, Pre-Match, Milan – Olympiacos (2) Anytime Goalscorer (1) Anytime Goalscorer (2), Fetfa Guerrero Nahuel, 13.00 4.33 8.50, 5, bet365, No Yes No, -0.67,
Soccer, 04/10 23:30, PER1, Live, 68′ Com. Unidos – Alianza Lima (0-0), over 0.5, 1.70, 10, bet365, 1-0, +7,
Soccer, 05/10 14:30, CHN1, Live, 77′ Beijing Renhe – Henan (1-0), over 1.5, 1.73, 10, bet365, 1-0, -10,
Soccer, 05/10 15:00, INDO2, Live, 59′ Blitar – Sleman (0-0), over 0.5, 1.78, 10, bet365, 1-0, +7.8,
Soccer, 05/10 20:00, TUR1, Live, 79′ Kasimpasa – Goztepe (2-1), over 3.5, 2.20, 5, bet365, 3-1, +6,
Soccer, 05/10 21:30, ITA1, Live, 79′ Torino – Frosinone (3-2), over 5.5, 2.28, 5, pinnacle, 3-2, -5,
Soccer, 06/10 03:00, MEX1, Pre-Match, Santos Laguna – Atlas, over 2.5, 1.91, 5, sbobet, 3-1, +4.55,
Soccer, 06/10 13:00, FIN4, Live, 78′ Korso – Toolon (1-1), over 2.5, 1.72, 10, bet365, 1-1, -10,
Soccer, 06/10 13:00, EST1, Live, 81′ Parnu – Trans Narva (0-1), over 1.5, 1.71, 10, pinnacle, 0-1, -10,
Soccer, 06/10 15:00 06-10 15:00 06-10 15:00, SWE4, Live, 62′ Stromsbergs – Norrtalje (2-1) (5) 77' Stromsbergs - Norrtalje (3-2) (10) 89' Stromsbergs - Norrtalje (4-3) (5), over 4 over 5.5 over 7.5, 1.70 1.73 4.10, 20, bet365, 4-3, +5.8,
Soccer, 06/10 15:00, SWE4, Live, 81′ Taby – Lidingo (2-2), over 4.5, 2.15, 5, bet365, 2-3, +5.75,
Soccer, 06/10 15:00, SWE4, Live, 74′ Berga – Osterlen (0-0), over 0.5, 1.75, 10, bet365, 1-0, +7.5,
Soccer, 06/10 16:30, GER1, Pre-Match, Fortuna Duss. – Schalke 0.5:0, 1 asian, 1.80, 10, pinnacle, 0-2, -10,
Soccer, 06/10 17:00, ENL1, Live, 79′ Shrewsbury – Accrington (1-0), over 1.5, 2.20, 5, pinnacle, 1-0, -5,
Soccer, 06/10 17:00 06-10 17:00, ENL2, Live, 55′ Crawley – Cambridge (0-0) (10) 75' Crawley - Cambridge (1-0) (5), over 1 over 1.5, 1.78 1.85, 15, bet365, 2-0, +12.05,
Soccer, 06/10 17:00, ENCH, Live, 45′ Swansea – Ipswich (5-2 cks), Race to 9 cks, 1.72, 10, bet365, Yes, +7.2,
Soccer, 06/10 17:00, ENL1, Pre-Match, Plymouth – Wimbledon, under 2.5, 1.93, 5, bet365, 1-0, +4.65,
Soccer, 06/10 17:00, ENL1, Pre-Match, Shrewsbury – Accrington 0:0.5, 2 asian, 1.70, 5, pinnacle, 1-0, -5,
Soccer, 06/10 17:00, ENL1, Pre-Match, Luton – Scunthorpe 0:1, 2 asian, 1.97, 5, pinnacle, 3-2, 0,
Soccer, 06/10 17:00, ENCH, Pre-Match, Swansea – Ipswich, 1, 1.83, 5, bet365, 2-3, -5,
Soccer, 06/10 18:00, AUT1, Live, 72′ Wolfsberger – Hartberg (3-3), over 6.5, 1.74, 10, pinnacle, 3-4, +7.4,
Soccer, 06/10 19:30, HOL1, Live, 71′ Den Haag – Groningen (1-0), over 1.5, 1.74, 10, pinnacle, 1-0, -10,
Soccer, 06/10 19:30, GER1, Pre-Match, Bayern – Gladbach, GG, 1.77, 5, pinnacle, 0-3, -5,
Soccer, 06/10 19:30, ENCH, Pre-Match, Bolton – Blackburn 0.5:0, 1 asian, 1.72, 5, sbobet, 0-1, -5,
Soccer, 06/10 20:00, SWI1, Live, 75′ St Gallen – Basel (1-1), over 2.5, 1.81, 10, pinnacle, 1-3, +8.1,
Soccer, 07/10 02:00, GER3, Pre-Match, Meppen – Munich 1860, over 2.5, 1.83, 5, bet365, 1-0, -5,
Soccer, 07/10 02:30, GER1, Pre-Match, Freiburg – Leverkusen 0.5:0, 1 asian, 1.76, 10, sbobet, 0-0, +7.6,
Soccer, 07/10 04:00, ITA1, Pre-Match, Atalanta – Sampdoria 0:1, 2 asian, 1.93, 10, sbobet, 0-1, +9.3,
Soccer, 07/10 07:05, JAP1, Pre-Match, Sendai – Urawa, over 2.5, 1.73, 5, pinnacle, 1-1, -5,
Soccer, 07/10 13:00, FIN4, Live, 74′ HooGee – Kapa/United (1-1), over 2.5, 1.73, 10, bet365, 1-2, +7.3,
Soccer, 07/10 14:00, GER3, Live, 74′ Meppen – 1860 Munich (1-0), over 1.5, 1.94, 10, pinnacle, 1-0, -10,
Soccer, 07/10 14:00, THAI1, Live, 71′ Bangkok Glass – Nakhon (1-2), over 3.75, 1.73, 10, sbobet, 1-2, -10,
Soccer, 07/10 14:30, GER2, Live, 75′ Ingolstadt – Paderborn (1-2), over 3.5, 1.78, 15, bet365, 1-2, -15,
Soccer, 07/10 15:30, HOL1, Pre-Match, Vitesse – Heracles 0:0, 2 asian, 2.91, 5, pinnacle, 4-0, -5,
Soccer, 07/10 16:00, SWE2, Pre-Match, Varbergs – Norrby 0:0.5, 2 asian, 1.95, 5, sbobet, 4-0, -5,
Soccer, 07/10 16:30, POL1, Live, 82′ Arka Gdynia – Zaglebie Lubin (2-1), over 3.5, 2.88, 5, pinnacle, 3-1, +9.4,
Soccer, 07/10 17:00, EST2, Live, 86′ Tartu Welco – Levadia II (2-3), over 5.5, 2.90, 5, pinnacle, 2-3, -5,
Soccer, 07/10 17:00 07-10 17:00, SWE4, Live, 75′ Eskilstuna – Enskede (1-2) (5) 78' Eskilstuna - Enskede (1-2) (5), over 3.75 over 3.5, 1.80 1.73, 10, bet365, 2-3, +7.65,
Soccer, 07/10 17:00, NOR2, Live, 70′ Jerv – Levanger (0-0), over 0.5, 1.72, 15, pinnacle, 0-0, -15,
Soccer, 07/10 18:30 07-10 18:30, SWE1, Live, 76′ Norkkoping – Djurgarden (1-1) (5) 85' Norkkoping - Djurgarden (1-1) (5), over 2.5 over 2.5, 2.13 3.40, 10, bet365, 1-1, -10,
Soccer, 07/10 19:00, NOR1, Live, 75′ Rosenborg – Sandejford (1-1), over 2.5, 1.90, 10, pinnacle, 1-1, -10,
Soccer, 07/10 20:00, USA1, Live, 77′ DC United – Chicago (1-1), over 2.5, 1.71, 10, pinnacle, 2-1, +7.1,
Soccer, 07/10 20:30 07-10 20:30 07-10 20:30, GRE1, Pre-Match, AEK – Olympiacos (4) anytime / first goalscorer (1) 80' (0-1) next goalscorer (1), Galo Galo Fetfa, 13.00 29.00 34.00, 6, bet365, No No No, -6,
Soccer, 07/10 21:00, NOR1, Live, 79′ Brann – Lillestrom (1-1), over 2.5, 2.40, 5, pinnacle, 1-1, -5,
Soccer, 07/10 23:00, COL2, Live, 65′ Atletico Cali – Llaneros (1-0), over 1.5, 1.73, 10, bet365, 1-0, -10,
Soccer, 07/10 23:00 07-10 23:00, COL2, Live, 64’ Barranquilla – Dep. Pereira (1-1) (10) 75’ Barranquilla – Dep. Pereira (2-2) (10), over 2.5 over 4.5, 1.70 2.03, 20, bet365, 2-2, -3,
Soccer, 07/10 23:30 07-10 23:30, CHI1, Live, 80′ San Luis – Antofagasta (1-1) (10) 83' San Luis - Antofagasta (1-1) (10), over 2.5 over 2.5, 2.14 2.01, 20, pinnacle, 1-1, -20,
Soccer, 09/10 12:00, INDO2, Live, 71′ Perserang Serang – Cilegon (1-1), over 2.5, 1.83, 5, bet365, 1-1, -5,
Soccer, 10/10 02:30 10-10 02:30, USA2, Live, 81′ Louisville – North Carolina (1-1) (5) 85' Louisville - North Carolina (2-1) (5), over 2.5 over 3.5, 1.71 1.74, 10, sbobet, 2-1, -1.45,
Soccer, 10/10 15:00, INDO2, Live, 70′ Blitar – Semeru (1-2), over 3.75, 1.75, 10, bet365, 1-2, -10,
Soccer, 12/10 19:00 12-10 19:00, EUQU21, Live, 45′ Slovenia U21 – Bulgaria U21 (0-0) (5) 89' Slovenia - Bulgaria (1-1) (2), over 1 over 2.5, 1.75 7.40, 7, bet365, 1-1, +1.75,
Soccer, 12/10 21:00 12-10 21:00 12-10 21:00 12-10 21:00, EUQU21, Live, 63′ Germany U21 – Norway U21 (2-1) (5) 69' Germany U21 - Norway U21 (2-1) (5) 73' Germany U21 - Norway U21 (2-1) (5) 77' Germany U21 - Norway U21 (2-1) (10), over 4 over 3.75 over 3.75 over 3.5, 2.04 1.70 1.87 1.71, 25, sbobet, 2-1, -25,
Soccer, 13/10 00:01, PAR1, Live, 70′ Sp. Luqueno – 3 de Febrero (1-1), over 2.5, 1.74, 10, sbobet, 1-1, -10,
Soccer, 13/10 14:00, NOR3, Live, 78′ KFUM – Bryne (1-1), over 2.5, 1.70, 10, pinnacle, 1-1, -10,
Soccer, 13/10 14:00, FINW1, Live, 72′ Honka (W) – HJK (W) (2-2), over 4.5, 1.70, 10, bet365, 2-3, +7,
Soccer, 13/10 16:00, SWE3, Live, 77′ Eskilsminne – Ljungskile (0-1), over 1.5, 1.95, 5, sbobet, 1-1, +4.75,
Soccer, 13/10 16:30, NOR3, Live, 78′ Tillerbyen – Tynset (1-0), over 1.5, 1.73, 10, bet365, 3-0, +7.3,
Soccer, 13/10 17:00 13-10 17:00, SWE4, Live, 68′ Hisingbacka – Stenungsunds (0-1) (5) 79' Hisingbacka - Stenungsunds (0-1) (5), over 2 over 1.75, 1.80 1.75, 10, bet365, 0-1, -10,
Soccer, 13/10 17:00, ENG6, Live, 74′ Billericay – Glouchester (1-0), over 1.5, 1.80, 5, bet365, 1-0, -5,
Soccer, 13/10 17:00 13-10 17:00, ENL2, Live, 20′ Colchester – Crawley (0-0) (10) 75' Colchester - Crawley (2-1) (10), over 2 over 3.5, 1.72 2.02, 20, pinnacle, 3-1, +17.4,
Soccer, 13/10 17:00, ENL2, Pre-Match, Exeter – Swindon, over 2.5, 1.90, 5, pinnacle, 2-0, -5,
Soccer, 13/10 22:00, URU2, Live, 68′ Sud America – Club Oriental (0-0), over 0.5, 1.73, 15, bet365, 0-1, +10.95,
Soccer, 14/10 03:00, BRA1, Live, 73′ Bahia – Parana (0-0), over 0.5, 1.83, 5, sbobet, 2-0, +4.15,
Soccer, 14/10 08:00, JAP2, Live, 64′ Kamatamare – Kumamoto (0-0), over 0.5, 1.75, 15, sbobet, 1-0, +11.25,
Soccer, 14/10 17:00 14-10 17:00, SWE4 SWE4, Live, 72′ Eskilstuna – Motala (2-3) (5) 75' Eskilstuna - Motala (2-3) (5), over 6.25 over 6, 2.08 1.70, 10, bet365, 2-4, -2.5,
Soccer, 14/10 18:00, SVN3, Live, 78′ Umea – Assyriska (2-1), over 3.75, 2.03, 5, sbobet, 3-1, +2.57,
Soccer, 14/10 18:30, NOR3, Live, 82′ Vard Haugesund – Valerenga II (3-3), over 6.5, 2.25, 5, bet365, 3-3, -5,
Soccer, 14/10 19:00, NOR3, Live, 68′ Honefoss – Elverum (3-2), over 6, 1.85, 5, bet365, 3-2, -5,
Soccer, 14/10 19:00, NL, Live, 72′ Azerbaijan – Malta (1-1), over 2.5, 1.71, 10, pinnacle, 1-1, -10,
Soccer, 14/10 21:45 14-10 21:45, NL NL, Live, 68′ Poland – Italy (0-0) 77' Poland - Italy (0-0), over 0.5 over 0.5, 1.73 2.14, 5 5, pinnacle, 0-1 0-1, +9.35,
Soccer, 14/10 22:00, URU1, Live, 78′ Cerro – River Plate (2-2), over 4.5, 2.10, 10, sbobet, 4-2, +11,
Soccer, 15/10 11:30, INDO2, Live, 86′ Persita-Perserang (1-1), over 2.5, 2.75, 10, bet365, 1-1, -10,
Soccer, 15/10 20:00, NOR4, Live, 82′ Sandefjord 2 – Halsen (2-2), over 4.5, 2.30, 5, bet365, 2-2, -5,
Soccer, 15/10 23:00 15-10 23:00, COL2, Live, 78′ Fortaleza – Baranquilla (3-3) (10) 78' Fortaleza - Baranquilla (3-3) (5), over 6.5 over 6.5, 2.03 1.70, 10, bet365, 3-3, -15,
Soccer, 16/10 15:00 16-10 15:00 16-10 15:00, EUQU19 EUQU19 EUQU19, Live, 45′ Estonia U19 – Finland U19 (0-0) (5) 73' Estonia U19 - Finland U19 (0-0) (5) 79' Estonia U19 - Finland U19 (0-0) (5), over 1.5 over 0.5 over 0.5, 1.89 1.72 1.93, 15, sbobet, 0-0, -15,
Soccer, 16/10 15:00, EUQU19, Live, 71′ Slovakia U19 – Ukraine U19 (1-4), over 5.75, 2.09, 5, sbobet, 1-4, -5,
Soccer, 16/10 16:00, EUQU17, Pre-Match, Ukraine U17 – Bosnia U17, X, 3.15, 10, stoiximan, 3-2, -10,
Soccer, 16/10 16:30, EUQU19, Live, 67′ Hungary U19 – Austria U19 (1-1), over 2.5, 1.71, 10, pinnacle, 2-1, +7.1,
Soccer, 16/10 19:00 16-10 19:00, EUQU21 EUQU21, Live, 64′ Austria U21 – Russia U21 (2-2) (10) 72' Austria U21 - Russia U21 (2-2) (15), over 4.75 over 4.5, 1.73 1.71, 25, pinnacle, 3-2, +14.30,
Soccer, 16/10 19:30 16-10 19:30 16-10 19:30 16-10 19:30, EUQU21 EUQU21 EUQU21 EUQU21, Live, 59′ Sweden U21 – Belgium U21 (0-2) (5) 66' Sweden U21 - Belgium U21 (0-3) (10) 72' Sweden U21 - Belgium U21 (0-3) (15) 74' Sweden U21 - Belgium U21 (0-3) (15), over 3 over 3.75 over 3.5 over 3.5, 2.15 1.95 1.78 1.82, 45, pinnacle, 0-3, -40,
Soccer, 16/10 19:30, AFRCUP, Live, 54′ Gambia – Togo (0-0), over 0.5, 1.73, 20, bet365, 0-1, +14.6,
Soccer, 17/10 19:30, ROM2, Live, 45′ Petrolul Ploiesti – Mioveni 0:0.5 (0-0), 1 asian, 2.08, 5, sbobet, 0-0, -5,
Soccer, 19/10 20:00, SWE2, Live, 74′ Norrby – Orgryte (0-1), over 1.5, 1.78, 10, sbobet, 0-1, -10,
Soccer, 19/10 22:00, ESP1, Pre-Match, Celta – Alaves 0:0.75, 2 asian, 1.79, 15, sbobet, 0-1, +11.85,
Soccer, 20/10 01:30, PAR1, Live, 72′ 3 Febrero – Dep. Capiata (0-0), over 0.5, 1.85, 5, bet365, 0-0, -5,
Soccer, 20/10 02:30 20-10 10:30 20-10 10:30 20-10 16:00, BRA2 CHN2 CHN2 SWE3, Pre-Match, Sao Bento – Criciuma (Mx5) Lava Spring - Zhejiang Yiteng (Dx1) Liaoning Kaixin - Shanghai Shenxin (Tx1) Sollentuna - Rynninge (Cx1), X X X X, 2.90 3.50 3.20 3.60, 31, bet365, 0-0 1-1 1-0 1-0, +11.15,
Soccer, 20/10 05:00, MEX1, Pre-Match, Atlas – Veracruz, over 2.25, 1.93, 10, pinnacle, 4-3, +9.3,
Soccer, 20/10 07:00, JAP2W, Live, 72′ Iga (W) – Bunnys Kyoto (W) (0-0), over 0.5, 1.72, 5, bet365, 1-0, +3.6,
Soccer, 20/10 07:00, JAP1W, Live, 69′ Cerezo Osaka (W) – Urawa (W) (0-1), over 1.5, 1.72, 5, bet365, 2-1, +3.6,
Soccer, 20/10 10:30, CHN2, Live, 78′ Beijing BG – Nei Mongol (1-0), over 1.5, 2.12, 10, pinnacle, 1-0, -10,
Soccer, 20/10 14:00, NOR4, Live, 80′ Start 2 – Tonsberg (1-2), over 3.5, 1.80, 5, bet365, 2-2, +4,
Soccer, 20/10 14:35, CHN1, Live, 78′ Chongqing Lifan – Hebei (2-3), over 5.75, 1.80, 5, sbobet, 4-4, +4,
Soccer, 20/10 15:00, LAT1, Live, 89′ Ventspils – Spartaks Jūrmala (1-1), over 2.5, 6.60, 3, bet365, 1-1, -3,
Soccer, 20/10 15:00, SWE3, Live, 65′ Lunds – Husqvarna (1-0), over 2, 1.78, 10, bet365, 2-0, 0,
Soccer, 20/10 17:00, ENL2, Live, 69′ Morecambe – Colchester (0-1), over 1.5, 1.77, 10, pinnacle, 0-1, -10,
Soccer, 20/10 17:00, SWE3, Live, 73′ Utsiktens – Tvaakers (0-0), over 0.5, 1.73, 10, bet365, 0-0, -10,
Soccer, 20/10 17:00, ENL2, Pre-Match, Morecambe – Colchester, over 2.25, 1.79, 10, pinnacle, 0-1, -10,
Soccer, 20/10 17:00, SWE1, Pre-Match, Dalkurd – Orebro 0.25:0, 1 asian, 1.91, 5, sbobet, 1-0, +4.55,
Soccer, 20/10 21:00, BRACUP, Live, 61′ Ferroviaria – Sao Bernardo (0-0), over 0.75, 1.70, 10, bet365, 2-0, +7,
Soccer, 21/10 01:15, BRACUP, Live, 76′ Lajeadense – Gremio B (1-2), over 3.5, 2.35, 5, bet365, 1-2, -5,
Soccer, 21/10 03:00, MEX1, Live, 72′ Pachuca – Santos Laguna (1-0), over 1.5, 1.88, 10, bet365, 1-1, +8.8,
Soccer, 21/10 03:00, BRA2, Pre-Match, Sampaio Correa – Londrina, 1 DNB, 1.72, 10, bet365, 1-2, -10,
Soccer, 21/10 03:00, MEX1, Pre-Match, Pachuca – Santos Laguna, over 2.5, 1.95, 10, bet365, 1-1, -10,
Soccer, 21/10 05:06, MEX1, Pre-Match, Monterrey – Toluca, over 2.5, 1.86, 10, sbobet, 2-1, +8.6,
Soccer, 21/10 07:00, JAP2, Live, 71′ Montedio Yamagata – Fukuoka (2-1), over 3.5, 1.76, 10, sbobet, 2-2, +7.6,
Soccer, 21/10 07:00, JAP3, Live, 68′ Azul Claro – Gamba Osaka U23 (0-1), over 1.5, 1.75, 5, bet365, 1-2, +3.75,
Soccer, 21/10 08:00, JAP2, Live, 83′ Mito – Roasso (3-2), over 5.5, 3.00, 10, bet365, 3-2, -10,
